item_name,date,quantity_sold
Cetirizine 10mg (R06),2015-09-27,1
Cetirizine 10mg (R06),2015-09-28,2
Cetirizine 10mg (R06),2015-09-30,1
Cetirizine 10mg (R06),2015-10-01,2
Cetirizine 10mg (R06),2015-10-02,1
Cetirizine 10mg (R06),2015-10-03,2
Cetirizine 10mg (R06),2015-10-04,2
Cetirizine 10mg (R06),2015-10-05,5
Cetirizine 10mg (R06),2015-10-06,4
Cetirizine 10mg (R06),2015-10-07,2
Cetirizine 10mg (R06),2015-10-09,2
Cetirizine 10mg (R06),2015-10-11,5
Cetirizine 10mg (R06),2015-10-12,3
Cetirizine 10mg (R06),2015-10-13,1
Cetirizine 10mg (R06),2015-10-14,1
Cetirizine 10mg (R06),2015-10-15,1
Cetirizine 10mg (R06),2015-10-16,1
Cetirizine 10mg (R06),2015-10-17,1
Cetirizine 10mg (R06),2015-10-18,8
Cetirizine 10mg (R06),2015-10-20,5
Cetirizine 10mg (R06),2015-10-21,4
Cetirizine 10mg (R06),2015-10-22,2
Cetirizine 10mg (R06),2015-10-23,2
Cetirizine 10mg (R06),2015-10-24,2
Cetirizine 10mg (R06),2015-10-25,4
Cetirizine 10mg (R06),2015-10-26,2
Cetirizine 10mg (R06),2015-10-27,3
Cetirizine 10mg (R06),2015-10-28,2
Cetirizine 10mg (R06),2015-10-29,1
Cetirizine 10mg (R06),2015-10-30,3
Cetirizine 10mg (R06),2015-10-31,1
Cetirizine 10mg (R06),2015-11-02,2
Cetirizine 10mg (R06),2015-11-04,4
Cetirizine 10mg (R06),2015-11-05,2
Cetirizine 10mg (R06),2015-11-07,1
Cetirizine 10mg (R06),2015-11-08,1
Cetirizine 10mg (R06),2015-11-09,1
Cetirizine 10mg (R06),2015-11-10,2
Cetirizine 10mg (R06),2015-11-11,3
Cetirizine 10mg (R06),2015-11-14,1
Cetirizine 10mg (R06),2015-11-16,2
Cetirizine 10mg (R06),2015-11-17,2
Cetirizine 10mg (R06),2015-11-18,2
Cetirizine 10mg (R06),2015-11-20,3
Cetirizine 10mg (R06),2015-11-21,3
Cetirizine 10mg (R06),2015-11-22,1
Cetirizine 10mg (R06),2015-11-23,2
Cetirizine 10mg (R06),2015-11-24,5
Cetirizine 10mg (R06),2015-11-25,3
Cetirizine 10mg (R06),2015-11-28,1
Cetirizine 10mg (R06),2015-11-30,3
Cetirizine 10mg (R06),2015-12-01,1
Cetirizine 10mg (R06),2015-12-03,1
Cetirizine 10mg (R06),2015-12-04,1
Cetirizine 10mg (R06),2015-12-05,2
Cetirizine 10mg (R06),2015-12-06,1
Cetirizine 10mg (R06),2015-12-07,6
Cetirizine 10mg (R06),2015-12-09,1
Cetirizine 10mg (R06),2015-12-10,2
Cetirizine 10mg (R06),2015-12-11,1
Cetirizine 10mg (R06),2015-12-12,1
Cetirizine 10mg (R06),2015-12-14,1
Cetirizine 10mg (R06),2015-12-15,1
Cetirizine 10mg (R06),2015-12-17,2
Cetirizine 10mg (R06),2015-12-18,1
Cetirizine 10mg (R06),2015-12-20,1
Cetirizine 10mg (R06),2015-12-22,1
Cetirizine 10mg (R06),2015-12-25,1
Cetirizine 10mg (R06),2015-12-26,4
Cetirizine 10mg (R06),2015-12-27,5
Cetirizine 10mg (R06),2015-12-28,1
Cetirizine 10mg (R06),2015-12-29,3
Cetirizine 10mg (R06),2015-12-30,2
Cetirizine 10mg (R06),2015-12-31,1
Cetirizine 10mg (R06),2016-01-02,5
Cetirizine 10mg (R06),2016-01-03,1
Cetirizine 10mg (R06),2016-01-04,1
Cetirizine 10mg (R06),2016-01-05,1
Cetirizine 10mg (R06),2016-01-06,2
Cetirizine 10mg (R06),2016-01-08,2
Cetirizine 10mg (R06),2016-01-09,3
Cetirizine 10mg (R06),2016-01-11,4
Cetirizine 10mg (R06),2016-01-13,2
Cetirizine 10mg (R06),2016-01-14,2
Cetirizine 10mg (R06),2016-01-15,2
Cetirizine 10mg (R06),2016-01-16,1
Cetirizine 10mg (R06),2016-01-17,1
Cetirizine 10mg (R06),2016-01-18,2
Cetirizine 10mg (R06),2016-01-19,3
Cetirizine 10mg (R06),2016-01-20,2
Cetirizine 10mg (R06),2016-01-21,5
Cetirizine 10mg (R06),2016-01-23,2
Cetirizine 10mg (R06),2016-01-24,3
Cetirizine 10mg (R06),2016-01-25,2
Cetirizine 10mg (R06),2016-01-27,2
Cetirizine 10mg (R06),2016-01-28,3
Cetirizine 10mg (R06),2016-01-29,2
Cetirizine 10mg (R06),2016-01-30,2
Cetirizine 10mg (R06),2016-01-31,2
Cetirizine 10mg (R06),2016-02-01,1
Cetirizine 10mg (R06),2016-02-02,1
Cetirizine 10mg (R06),2016-02-04,4
Cetirizine 10mg (R06),2016-02-05,1
Cetirizine 10mg (R06),2016-02-06,2
Cetirizine 10mg (R06),2016-02-07,1
Cetirizine 10mg (R06),2016-02-08,1
Cetirizine 10mg (R06),2016-02-09,2
Cetirizine 10mg (R06),2016-02-10,2
Cetirizine 10mg (R06),2016-02-11,4
Cetirizine 10mg (R06),2016-02-12,1
Cetirizine 10mg (R06),2016-02-13,2
Cetirizine 10mg (R06),2016-02-14,4
Cetirizine 10mg (R06),2016-02-16,3
Cetirizine 10mg (R06),2016-02-18,1
Cetirizine 10mg (R06),2016-02-19,1
Cetirizine 10mg (R06),2016-02-20,3
Cetirizine 10mg (R06),2016-02-21,4
Cetirizine 10mg (R06),2016-02-22,4
Cetirizine 10mg (R06),2016-02-23,3
Cetirizine 10mg (R06),2016-02-24,1
Cetirizine 10mg (R06),2016-02-25,3
Cetirizine 10mg (R06),2016-02-26,1
Cetirizine 10mg (R06),2016-02-27,2
Cetirizine 10mg (R06),2016-02-28,5
Cetirizine 10mg (R06),2016-02-29,1
Cetirizine 10mg (R06),2016-03-01,2
Cetirizine 10mg (R06),2016-03-03,4
Cetirizine 10mg (R06),2016-03-05,5
Cetirizine 10mg (R06),2016-03-06,7
Cetirizine 10mg (R06),2016-03-07,1
Cetirizine 10mg (R06),2016-03-08,3
Cetirizine 10mg (R06),2016-03-09,4
Cetirizine 10mg (R06),2016-03-10,2
Cetirizine 10mg (R06),2016-03-11,1
Cetirizine 10mg (R06),2016-03-12,1
Cetirizine 10mg (R06),2016-03-14,1
Cetirizine 10mg (R06),2016-03-15,3
Cetirizine 10mg (R06),2016-03-16,4
Cetirizine 10mg (R06),2016-03-17,5
Cetirizine 10mg (R06),2016-03-18,3
Cetirizine 10mg (R06),2016-03-19,5
Cetirizine 10mg (R06),2016-03-20,5
Cetirizine 10mg (R06),2016-03-21,7
Cetirizine 10mg (R06),2016-03-22,2
Cetirizine 10mg (R06),2016-03-23,3
Cetirizine 10mg (R06),2016-03-24,2
Cetirizine 10mg (R06),2016-03-25,3
Cetirizine 10mg (R06),2016-03-26,5
Cetirizine 10mg (R06),2016-03-27,4
Cetirizine 10mg (R06),2016-03-28,4
Cetirizine 10mg (R06),2016-03-29,1
Cetirizine 10mg (R06),2016-03-30,5
Cetirizine 10mg (R06),2016-03-31,5
Cetirizine 10mg (R06),2016-04-01,10
Cetirizine 10mg (R06),2016-04-02,7
Cetirizine 10mg (R06),2016-04-03,11
Cetirizine 10mg (R06),2016-04-04,2
Cetirizine 10mg (R06),2016-04-05,12
Cetirizine 10mg (R06),2016-04-06,3
Cetirizine 10mg (R06),2016-04-07,8
Cetirizine 10mg (R06),2016-04-08,4
Cetirizine 10mg (R06),2016-04-09,3
Cetirizine 10mg (R06),2016-04-10,8
Cetirizine 10mg (R06),2016-04-11,6
Cetirizine 10mg (R06),2016-04-12,5
Cetirizine 10mg (R06),2016-04-13,3
Cetirizine 10mg (R06),2016-04-14,6
Cetirizine 10mg (R06),2016-04-15,4
Cetirizine 10mg (R06),2016-04-16,8
Cetirizine 10mg (R06),2016-04-17,7
Cetirizine 10mg (R06),2016-04-18,7
Cetirizine 10mg (R06),2016-04-19,4
Cetirizine 10mg (R06),2016-04-20,3
Cetirizine 10mg (R06),2016-04-21,2
Cetirizine 10mg (R06),2016-04-22,1
Cetirizine 10mg (R06),2016-04-23,4
Cetirizine 10mg (R06),2016-04-24,5
Cetirizine 10mg (R06),2016-04-25,2
Cetirizine 10mg (R06),2016-04-26,2
Cetirizine 10mg (R06),2016-04-27,2
Cetirizine 10mg (R06),2016-04-28,12
Cetirizine 10mg (R06),2016-04-29,3
Cetirizine 10mg (R06),2016-04-30,4
Cetirizine 10mg (R06),2016-05-02,2
Cetirizine 10mg (R06),2016-05-03,2
Cetirizine 10mg (R06),2016-05-04,2
Cetirizine 10mg (R06),2016-05-05,2
Cetirizine 10mg (R06),2016-05-06,3
Cetirizine 10mg (R06),2016-05-07,10
Cetirizine 10mg (R06),2016-05-08,11
Cetirizine 10mg (R06),2016-05-09,5
Cetirizine 10mg (R06),2016-05-10,4
Cetirizine 10mg (R06),2016-05-11,2
Cetirizine 10mg (R06),2016-05-13,5
Cetirizine 10mg (R06),2016-05-14,1
Cetirizine 10mg (R06),2016-05-15,4
Cetirizine 10mg (R06),2016-05-16,3
Cetirizine 10mg (R06),2016-05-17,3
Cetirizine 10mg (R06),2016-05-18,5
Cetirizine 10mg (R06),2016-05-19,3
Cetirizine 10mg (R06),2016-05-20,5
Cetirizine 10mg (R06),2016-05-21,5
Cetirizine 10mg (R06),2016-05-22,10
Cetirizine 10mg (R06),2016-05-23,4
Cetirizine 10mg (R06),2016-05-24,2
Cetirizine 10mg (R06),2016-05-25,1
Cetirizine 10mg (R06),2016-05-26,9
Cetirizine 10mg (R06),2016-05-27,6
Cetirizine 10mg (R06),2016-05-28,9
Cetirizine 10mg (R06),2016-05-29,9
Cetirizine 10mg (R06),2016-05-30,8
Cetirizine 10mg (R06),2016-05-31,2
Cetirizine 10mg (R06),2016-06-01,5
Cetirizine 10mg (R06),2016-06-02,1
Cetirizine 10mg (R06),2016-06-03,7
Cetirizine 10mg (R06),2016-06-04,4
Cetirizine 10mg (R06),2016-06-05,4
Cetirizine 10mg (R06),2016-06-06,6
Cetirizine 10mg (R06),2016-06-07,3
Cetirizine 10mg (R06),2016-06-08,6
Cetirizine 10mg (R06),2016-06-09,4
Cetirizine 10mg (R06),2016-06-10,5
Cetirizine 10mg (R06),2016-06-11,8
Cetirizine 10mg (R06),2016-06-12,6
Cetirizine 10mg (R06),2016-06-13,2
Cetirizine 10mg (R06),2016-06-14,3
Cetirizine 10mg (R06),2016-06-15,6
Cetirizine 10mg (R06),2016-06-16,3
Cetirizine 10mg (R06),2016-06-17,4
Cetirizine 10mg (R06),2016-06-18,4
Cetirizine 10mg (R06),2016-06-19,15
Cetirizine 10mg (R06),2016-06-20,6
Cetirizine 10mg (R06),2016-06-21,6
Cetirizine 10mg (R06),2016-06-22,2
Cetirizine 10mg (R06),2016-06-23,3
Cetirizine 10mg (R06),2016-06-24,2
Cetirizine 10mg (R06),2016-06-25,4
Cetirizine 10mg (R06),2016-06-26,3
Cetirizine 10mg (R06),2016-06-27,2
Cetirizine 10mg (R06),2016-06-28,7
Cetirizine 10mg (R06),2016-06-29,2
Cetirizine 10mg (R06),2016-06-30,2
Cetirizine 10mg (R06),2016-07-01,7
Cetirizine 10mg (R06),2016-07-02,3
Cetirizine 10mg (R06),2016-07-03,5
Cetirizine 10mg (R06),2016-07-04,6
Cetirizine 10mg (R06),2016-07-05,3
Cetirizine 10mg (R06),2016-07-06,4
Cetirizine 10mg (R06),2016-07-07,2
Cetirizine 10mg (R06),2016-07-08,4
Cetirizine 10mg (R06),2016-07-09,2
Cetirizine 10mg (R06),2016-07-10,3
Cetirizine 10mg (R06),2016-07-11,6
Cetirizine 10mg (R06),2016-07-12,4
Cetirizine 10mg (R06),2016-07-13,2
Cetirizine 10mg (R06),2016-07-14,5
Cetirizine 10mg (R06),2016-07-15,3
Cetirizine 10mg (R06),2016-07-16,8
Cetirizine 10mg (R06),2016-07-17,4
Cetirizine 10mg (R06),2016-07-18,4
Cetirizine 10mg (R06),2016-07-19,2
Cetirizine 10mg (R06),2016-07-20,5
Cetirizine 10mg (R06),2016-07-21,2
Cetirizine 10mg (R06),2016-07-22,2
Cetirizine 10mg (R06),2016-07-23,5
Cetirizine 10mg (R06),2016-07-24,2
Cetirizine 10mg (R06),2016-07-25,4
Cetirizine 10mg (R06),2016-07-26,2
Cetirizine 10mg (R06),2016-07-27,2
Cetirizine 10mg (R06),2016-07-28,3
Cetirizine 10mg (R06),2016-07-29,2
Cetirizine 10mg (R06),2016-07-30,6
Cetirizine 10mg (R06),2016-07-31,4
Cetirizine 10mg (R06),2016-08-01,6
Cetirizine 10mg (R06),2016-08-02,1
Cetirizine 10mg (R06),2016-08-03,3
Cetirizine 10mg (R06),2016-08-04,4
Cetirizine 10mg (R06),2016-08-05,1
Cetirizine 10mg (R06),2016-08-06,2
Cetirizine 10mg (R06),2016-08-07,3
Cetirizine 10mg (R06),2016-08-08,4
Cetirizine 10mg (R06),2016-08-09,4
Cetirizine 10mg (R06),2016-08-10,2
Cetirizine 10mg (R06),2016-08-11,2
Cetirizine 10mg (R06),2016-08-12,2
Cetirizine 10mg (R06),2016-08-13,5
Cetirizine 10mg (R06),2016-08-15,2
Cetirizine 10mg (R06),2016-08-16,4
Cetirizine 10mg (R06),2016-08-17,5
Cetirizine 10mg (R06),2016-08-18,1
Cetirizine 10mg (R06),2016-08-19,4
Cetirizine 10mg (R06),2016-08-20,6
Cetirizine 10mg (R06),2016-08-21,1
Cetirizine 10mg (R06),2016-08-22,6
Cetirizine 10mg (R06),2016-08-23,1
Cetirizine 10mg (R06),2016-08-24,3
Cetirizine 10mg (R06),2016-08-25,5
Cetirizine 10mg (R06),2016-08-28,2
Cetirizine 10mg (R06),2016-08-29,1
Cetirizine 10mg (R06),2016-08-31,5
Cetirizine 10mg (R06),2016-09-01,3
Cetirizine 10mg (R06),2016-09-02,2
Cetirizine 10mg (R06),2016-09-03,4
Cetirizine 10mg (R06),2016-09-04,5
Cetirizine 10mg (R06),2016-09-05,4
Cetirizine 10mg (R06),2016-09-06,3
Cetirizine 10mg (R06),2016-09-07,3
Cetirizine 10mg (R06),2016-09-09,3
Cetirizine 10mg (R06),2016-09-10,3
Cetirizine 10mg (R06),2016-09-11,4
Cetirizine 10mg (R06),2016-09-12,4
Cetirizine 10mg (R06),2016-09-14,2
Cetirizine 10mg (R06),2016-09-15,1
Cetirizine 10mg (R06),2016-09-17,4
Cetirizine 10mg (R06),2016-09-18,1
Cetirizine 10mg (R06),2016-09-19,1
Cetirizine 10mg (R06),2016-09-20,1
Cetirizine 10mg (R06),2016-09-21,2
Cetirizine 10mg (R06),2016-09-22,3
Cetirizine 10mg (R06),2016-09-23,1
Cetirizine 10mg (R06),2016-09-24,1
Cetirizine 10mg (R06),2016-09-25,2
Cetirizine 10mg (R06),2016-09-26,1
Cetirizine 10mg (R06),2016-09-27,3
Cetirizine 10mg (R06),2016-09-28,4
Cetirizine 10mg (R06),2016-09-29,1
Cetirizine 10mg (R06),2016-09-30,3
Cetirizine 10mg (R06),2016-10-01,2
Cetirizine 10mg (R06),2016-10-02,3
Cetirizine 10mg (R06),2016-10-03,3
Cetirizine 10mg (R06),2016-10-04,2
Cetirizine 10mg (R06),2016-10-05,1
Cetirizine 10mg (R06),2016-10-07,1
Cetirizine 10mg (R06),2016-10-08,5
Cetirizine 10mg (R06),2016-10-09,1
Cetirizine 10mg (R06),2016-10-10,1
Cetirizine 10mg (R06),2016-10-11,1
Cetirizine 10mg (R06),2016-10-12,2
Cetirizine 10mg (R06),2016-10-13,2
Cetirizine 10mg (R06),2016-10-14,1
Cetirizine 10mg (R06),2016-10-15,1
Cetirizine 10mg (R06),2016-10-16,5
Cetirizine 10mg (R06),2016-10-17,1
Cetirizine 10mg (R06),2016-10-18,3
Cetirizine 10mg (R06),2016-10-19,1
Cetirizine 10mg (R06),2016-10-20,2
Cetirizine 10mg (R06),2016-10-21,2
Cetirizine 10mg (R06),2016-10-22,4
Cetirizine 10mg (R06),2016-10-23,2
Cetirizine 10mg (R06),2016-10-24,1
Cetirizine 10mg (R06),2016-10-26,1
Cetirizine 10mg (R06),2016-10-29,5
Cetirizine 10mg (R06),2016-10-30,2
Cetirizine 10mg (R06),2016-10-31,5
Cetirizine 10mg (R06),2016-11-01,3
Cetirizine 10mg (R06),2016-11-02,3
Cetirizine 10mg (R06),2016-11-03,1
Cetirizine 10mg (R06),2016-11-04,4
Cetirizine 10mg (R06),2016-11-05,2
Cetirizine 10mg (R06),2016-11-06,5
Cetirizine 10mg (R06),2016-11-07,1
Cetirizine 10mg (R06),2016-11-08,3
Cetirizine 10mg (R06),2016-11-10,3
Cetirizine 10mg (R06),2016-11-11,1
Cetirizine 10mg (R06),2016-11-12,1
Cetirizine 10mg (R06),2016-11-13,1
Cetirizine 10mg (R06),2016-11-14,1
Cetirizine 10mg (R06),2016-11-15,1
Cetirizine 10mg (R06),2016-11-16,1
Cetirizine 10mg (R06),2016-11-17,1
Cetirizine 10mg (R06),2016-11-18,2
Cetirizine 10mg (R06),2016-11-19,2
Cetirizine 10mg (R06),2016-11-20,2
Cetirizine 10mg (R06),2016-11-21,3
Cetirizine 10mg (R06),2016-11-22,2
Cetirizine 10mg (R06),2016-11-23,1
Cetirizine 10mg (R06),2016-11-24,3
Cetirizine 10mg (R06),2016-11-25,1
Cetirizine 10mg (R06),2016-11-26,2
Cetirizine 10mg (R06),2016-12-03,4
Cetirizine 10mg (R06),2016-12-05,2
Cetirizine 10mg (R06),2016-12-06,1
Cetirizine 10mg (R06),2016-12-07,3
Cetirizine 10mg (R06),2016-12-09,2
Cetirizine 10mg (R06),2016-12-10,2
Cetirizine 10mg (R06),2016-12-11,1
Cetirizine 10mg (R06),2016-12-12,4
Cetirizine 10mg (R06),2016-12-14,1
Cetirizine 10mg (R06),2016-12-15,1
Cetirizine 10mg (R06),2016-12-16,1
Cetirizine 10mg (R06),2016-12-17,1
Cetirizine 10mg (R06),2016-12-18,1
Cetirizine 10mg (R06),2016-12-21,2
Cetirizine 10mg (R06),2016-12-23,2
Cetirizine 10mg (R06),2016-12-24,1
Cetirizine 10mg (R06),2016-12-25,1
Cetirizine 10mg (R06),2016-12-26,2
Cetirizine 10mg (R06),2016-12-29,2
Cetirizine 10mg (R06),2017-01-01,1
Cetirizine 10mg (R06),2017-01-02,3
Cetirizine 10mg (R06),2017-01-03,2
Cetirizine 10mg (R06),2017-01-04,3
Cetirizine 10mg (R06),2017-01-05,2
Cetirizine 10mg (R06),2017-01-06,2
Cetirizine 10mg (R06),2017-01-08,2
Cetirizine 10mg (R06),2017-01-09,2
Cetirizine 10mg (R06),2017-01-10,1
Cetirizine 10mg (R06),2017-01-11,3
Cetirizine 10mg (R06),2017-01-12,2
Cetirizine 10mg (R06),2017-01-13,1
Cetirizine 10mg (R06),2017-01-14,2
Cetirizine 10mg (R06),2017-01-15,1
Cetirizine 10mg (R06),2017-01-16,2
Cetirizine 10mg (R06),2017-01-17,2
Cetirizine 10mg (R06),2017-01-18,1
Cetirizine 10mg (R06),2017-01-19,3
Cetirizine 10mg (R06),2017-01-20,2
Cetirizine 10mg (R06),2017-01-21,3
Cetirizine 10mg (R06),2017-01-22,2
Cetirizine 10mg (R06),2017-01-23,2
Cetirizine 10mg (R06),2017-01-24,3
Cetirizine 10mg (R06),2017-01-25,2
Cetirizine 10mg (R06),2017-01-27,1
Cetirizine 10mg (R06),2017-01-28,1
Cetirizine 10mg (R06),2017-01-29,3
Cetirizine 10mg (R06),2017-01-30,4
Cetirizine 10mg (R06),2017-01-31,2
Cetirizine 10mg (R06),2017-02-01,2
Cetirizine 10mg (R06),2017-02-02,1
Cetirizine 10mg (R06),2017-02-03,1
Cetirizine 10mg (R06),2017-02-04,4
Cetirizine 10mg (R06),2017-02-05,1
Cetirizine 10mg (R06),2017-02-07,2
Cetirizine 10mg (R06),2017-02-08,2
Cetirizine 10mg (R06),2017-02-09,1
Cetirizine 10mg (R06),2017-02-11,3
Cetirizine 10mg (R06),2017-02-12,1
Cetirizine 10mg (R06),2017-02-14,1
Cetirizine 10mg (R06),2017-02-15,1
Cetirizine 10mg (R06),2017-02-16,3
Cetirizine 10mg (R06),2017-02-17,1
Cetirizine 10mg (R06),2017-02-18,3
Cetirizine 10mg (R06),2017-02-19,1
Cetirizine 10mg (R06),2017-02-20,3
Cetirizine 10mg (R06),2017-02-21,1
Cetirizine 10mg (R06),2017-02-23,2
Cetirizine 10mg (R06),2017-02-24,1
Cetirizine 10mg (R06),2017-02-26,1
Cetirizine 10mg (R06),2017-02-27,2
Cetirizine 10mg (R06),2017-03-01,2
Cetirizine 10mg (R06),2017-03-02,2
Cetirizine 10mg (R06),2017-03-03,4
Cetirizine 10mg (R06),2017-03-04,4
Cetirizine 10mg (R06),2017-03-05,5
Cetirizine 10mg (R06),2017-03-06,3
Cetirizine 10mg (R06),2017-03-07,2
Cetirizine 10mg (R06),2017-03-08,3
Cetirizine 10mg (R06),2017-03-09,2
Cetirizine 10mg (R06),2017-03-10,1
Cetirizine 10mg (R06),2017-03-11,4
Cetirizine 10mg (R06),2017-03-12,2
Cetirizine 10mg (R06),2017-03-14,1
Cetirizine 10mg (R06),2017-03-16,3
Cetirizine 10mg (R06),2017-03-17,3
Cetirizine 10mg (R06),2017-03-18,1
Cetirizine 10mg (R06),2017-03-19,3
Cetirizine 10mg (R06),2017-03-20,3
Cetirizine 10mg (R06),2017-03-21,5
Cetirizine 10mg (R06),2017-03-22,2
Cetirizine 10mg (R06),2017-03-23,4
Cetirizine 10mg (R06),2017-03-24,6
Cetirizine 10mg (R06),2017-03-25,4
Cetirizine 10mg (R06),2017-03-26,8
Cetirizine 10mg (R06),2017-03-27,4
Cetirizine 10mg (R06),2017-03-28,6
Cetirizine 10mg (R06),2017-03-29,4
Cetirizine 10mg (R06),2017-03-30,2
Cetirizine 10mg (R06),2017-03-31,6
Cetirizine 10mg (R06),2017-04-01,3
Cetirizine 10mg (R06),2017-04-02,12
Cetirizine 10mg (R06),2017-04-03,3
Cetirizine 10mg (R06),2017-04-04,6
Cetirizine 10mg (R06),2017-04-05,1
Cetirizine 10mg (R06),2017-04-06,1
Cetirizine 10mg (R06),2017-04-07,5
Cetirizine 10mg (R06),2017-04-08,6
Cetirizine 10mg (R06),2017-04-09,1
Cetirizine 10mg (R06),2017-04-10,4
Cetirizine 10mg (R06),2017-04-11,1
Cetirizine 10mg (R06),2017-04-12,4
Cetirizine 10mg (R06),2017-04-13,5
Cetirizine 10mg (R06),2017-04-14,4
Cetirizine 10mg (R06),2017-04-15,5
Cetirizine 10mg (R06),2017-04-17,1
Cetirizine 10mg (R06),2017-04-18,2
Cetirizine 10mg (R06),2017-04-19,1
Cetirizine 10mg (R06),2017-04-20,2
Cetirizine 10mg (R06),2017-04-21,3
Cetirizine 10mg (R06),2017-04-22,2
Cetirizine 10mg (R06),2017-04-23,5
Cetirizine 10mg (R06),2017-04-24,5
Cetirizine 10mg (R06),2017-04-25,5
Cetirizine 10mg (R06),2017-04-26,8
Cetirizine 10mg (R06),2017-04-27,10
Cetirizine 10mg (R06),2017-04-28,7
Cetirizine 10mg (R06),2017-04-29,8
Cetirizine 10mg (R06),2017-04-30,2
Cetirizine 10mg (R06),2017-05-01,1
Cetirizine 10mg (R06),2017-05-02,5
Cetirizine 10mg (R06),2017-05-03,2
Cetirizine 10mg (R06),2017-05-04,4
Cetirizine 10mg (R06),2017-05-05,3
Cetirizine 10mg (R06),2017-05-06,6
Cetirizine 10mg (R06),2017-05-07,4
Cetirizine 10mg (R06),2017-05-08,6
Cetirizine 10mg (R06),2017-05-09,3
Cetirizine 10mg (R06),2017-05-10,7
Cetirizine 10mg (R06),2017-05-11,10
Cetirizine 10mg (R06),2017-05-12,6
Cetirizine 10mg (R06),2017-05-13,7
Cetirizine 10mg (R06),2017-05-14,2
Cetirizine 10mg (R06),2017-05-15,7
Cetirizine 10mg (R06),2017-05-16,7
Cetirizine 10mg (R06),2017-05-17,2
Cetirizine 10mg (R06),2017-05-18,3
Cetirizine 10mg (R06),2017-05-19,10
Cetirizine 10mg (R06),2017-05-20,6
Cetirizine 10mg (R06),2017-05-21,4
Cetirizine 10mg (R06),2017-05-22,11
Cetirizine 10mg (R06),2017-05-23,7
Cetirizine 10mg (R06),2017-05-24,5
Cetirizine 10mg (R06),2017-05-25,4
Cetirizine 10mg (R06),2017-05-26,2
Cetirizine 10mg (R06),2017-05-27,10
Cetirizine 10mg (R06),2017-05-28,3
Cetirizine 10mg (R06),2017-05-29,5
Cetirizine 10mg (R06),2017-05-30,5
Cetirizine 10mg (R06),2017-05-31,5
Cetirizine 10mg (R06),2017-06-01,2
Cetirizine 10mg (R06),2017-06-02,3
Cetirizine 10mg (R06),2017-06-03,2
Cetirizine 10mg (R06),2017-06-04,4
Cetirizine 10mg (R06),2017-06-05,8
Cetirizine 10mg (R06),2017-06-06,8
Cetirizine 10mg (R06),2017-06-07,7
Cetirizine 10mg (R06),2017-06-08,4
Cetirizine 10mg (R06),2017-06-09,6
Cetirizine 10mg (R06),2017-06-10,3
Cetirizine 10mg (R06),2017-06-11,3
Cetirizine 10mg (R06),2017-06-12,12
Cetirizine 10mg (R06),2017-06-13,9
Cetirizine 10mg (R06),2017-06-14,3
Cetirizine 10mg (R06),2017-06-15,6
Cetirizine 10mg (R06),2017-06-16,5
Cetirizine 10mg (R06),2017-06-17,5
Cetirizine 10mg (R06),2017-06-18,3
Cetirizine 10mg (R06),2017-06-19,3
Cetirizine 10mg (R06),2017-06-20,9
Cetirizine 10mg (R06),2017-06-21,5
Cetirizine 10mg (R06),2017-06-22,11
Cetirizine 10mg (R06),2017-06-23,1
Cetirizine 10mg (R06),2017-06-24,1
Cetirizine 10mg (R06),2017-06-25,5
Cetirizine 10mg (R06),2017-06-26,3
Cetirizine 10mg (R06),2017-06-27,6
Cetirizine 10mg (R06),2017-06-28,3
Cetirizine 10mg (R06),2017-06-29,5
Cetirizine 10mg (R06),2017-06-30,6
Cetirizine 10mg (R06),2017-07-01,4
Cetirizine 10mg (R06),2017-07-02,4
Cetirizine 10mg (R06),2017-07-04,6
Cetirizine 10mg (R06),2017-07-05,6
Cetirizine 10mg (R06),2017-07-06,1
Cetirizine 10mg (R06),2017-07-08,3
Cetirizine 10mg (R06),2017-07-09,4
Cetirizine 10mg (R06),2017-07-10,3
Cetirizine 10mg (R06),2017-07-11,2
Cetirizine 10mg (R06),2017-07-13,2
Cetirizine 10mg (R06),2017-07-14,3
Cetirizine 10mg (R06),2017-07-15,2
Cetirizine 10mg (R06),2017-07-16,1
Cetirizine 10mg (R06),2017-07-17,3
Cetirizine 10mg (R06),2017-07-18,4
Cetirizine 10mg (R06),2017-07-19,6
Cetirizine 10mg (R06),2017-07-20,2
Cetirizine 10mg (R06),2017-07-21,3
Cetirizine 10mg (R06),2017-07-22,2
Cetirizine 10mg (R06),2017-07-23,5
Cetirizine 10mg (R06),2017-07-24,3
Cetirizine 10mg (R06),2017-07-26,1
Cetirizine 10mg (R06),2017-07-27,1
Cetirizine 10mg (R06),2017-07-28,3
Cetirizine 10mg (R06),2017-07-29,4
Cetirizine 10mg (R06),2017-07-30,1
Cetirizine 10mg (R06),2017-07-31,2
Cetirizine 10mg (R06),2017-08-01,1
Cetirizine 10mg (R06),2017-08-02,4
Cetirizine 10mg (R06),2017-08-03,3
Cetirizine 10mg (R06),2017-08-04,2
Cetirizine 10mg (R06),2017-08-05,2
Cetirizine 10mg (R06),2017-08-06,3
Cetirizine 10mg (R06),2017-08-08,4
Cetirizine 10mg (R06),2017-08-09,2
Cetirizine 10mg (R06),2017-08-10,1
Cetirizine 10mg (R06),2017-08-12,2
Cetirizine 10mg (R06),2017-08-13,1
Cetirizine 10mg (R06),2017-08-14,2
Cetirizine 10mg (R06),2017-08-15,3
